,0
147,YIF1B
148,TMEM8A
149,RAPGEF2
150,ETV1
151,RAB3B
152,PLEKHA8
153,SBF1
154,DNAJB1
155,PLK2
156,ERRFI1
157,BORCS5
158,PLD3
159,AMD1
160,KIAA0930
161,JPT1
162,NOTCH3
163,SYTL2
164,ZNF445
165,SCLT1
166,TMEM127
167,RNF41
168,SAT1
169,HPS3
170,SMYD3
171,CPT1A
172,SQSTM1
173,RIOK3
174,MAN1A1
175,ODC1
176,ATP2B1
177,ARL6IP1
178,ARL15
179,ADIPOR2
180,JOSD1
181,CPM
182,AC073050.1
183,SYN3
184,PDLIM5
185,ARFGEF3
186,FOXO1
187,DKK3
188,ITGA7
189,FAM171B
190,LARGE1
191,H1FX
192,XPR1
193,PPIP5K2
194,MRPL10
195,ARID4A
196,CROT
197,S1PR3
198,PKP4
199,GCDH
200,NPC2
201,KCNN3
202,IGF1R
203,CDCA7L
204,LGALS1
205,DOCK4
206,LUZP1
207,MAP2K3
208,RFLNB
209,PCDH9
210,TRAPPC9
211,COTL1
212,ITGA6
213,NR6A1
214,SRGAP3
215,IER2
216,TXNIP
217,CCDC57
218,SH3GLB2
219,NLRP1
220,PCSK1N
221,NFRKB
222,FLNB
223,YES1
224,HSPA5
225,GAMT
226,SCAMP1
227,ITGA2
228,CORO1C
229,DDIT3
230,FMNL2
231,GGCX
232,FBXW7
233,COMMD2
234,EGFEM1P
235,UBE2H
236,ZFC3H1
237,SERTAD2
238,WDR44
239,EXTL2
240,GSK3B
241,PAG1
242,SEMA6A
243,LINC00174
244,TYW1
245,TEX2
246,TMEM108
247,SMARCD3
248,COL18A1
249,C9orf85
250,HECTD4
251,PRKN
252,AP3S1
253,PPM1E
254,PPP1R15B
255,TFPI2
256,NCEH1
257,NEDD9
258,KDM4C
259,SHC1
260,NUDCD1
261,C16orf72
262,BZW1
263,LMBR1
264,WDPCP
265,C9orf3
266,FTL
267,GRIPAP1
268,ZFP90
269,PEG10
270,TIPARP
271,BICD2
272,ENPP2
273,CADM2
274,ABTB2
275,ECE1
276,AGPAT4
277,PEAK1
278,PSME1
279,TXNRD1
280,ADD3
281,MICAL3
282,RASSF8
283,TPP1
284,PRKACA
285,IFT57
286,TSC22D2
287,INPP5F
288,ARID5B
289,TBC1D19
290,CCND3
291,RAB3IP
292,BCL7B
293,AC004980.1
294,ADK
295,CAMKMT
296,NCKAP5L
297,BACH2
298,FRMD5
299,PPP1R21
300,MT2A
301,MGAT5
302,RMDN1
303,CEP70
304,DCBLD2
305,MAP1A
306,ALG2
307,CELSR2
308,CDC42EP3
309,RIC8A
310,ZCCHC7
311,SPRY4-AS1
312,CEP95
313,DIAPH1
314,GMDS
315,TSPAN9
316,TERF2IP
317,MKL1
318,PDE6D
319,PRIM2
320,STARD4
321,CORO1B
322,RPS6KC1
323,DNER
324,ABHD17A
325,PEX1
326,EPB41L2
327,NAV3
328,ABCA2
329,EFNB2
330,RGL1
331,PARD3
332,ZNF347
333,SLC4A8
334,SERPINE2
335,TUBG2
336,RYBP
337,GLS
338,TIAM1
339,SDCBP
340,TASP1
341,FAM126A
342,AASS
343,FAM3C
344,EML6
345,GCLM
346,SLC2A3
347,DNHD1
348,NIPAL3
349,SLAIN1
350,MEF2D
351,HLTF
352,TAF3
353,DNM3
354,SLC2A13
355,THY1
356,INSIG1
357,COL11A1
358,ARIH1
